x,y,z
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.06
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.06
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
-0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
-0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
0.0,-0.04,-1.03
