x,y,z
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.01
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.01
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.01
-0.01,0.02,-1.01
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.01
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.01
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.01
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.01
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.01
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.01
-0.01,0.02,-1.01
-0.01,0.02,-1.05
-0.01,0.02,-1.02
-0.01,0.02,-0.99
-0.01,0.02,-1.08
-0.01,0.02,-1.05
