0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
0.03,-0.03,0.96
