x,y,z
-0.01,0.02,-1.02
-0.0,0.02,-1.02
-0.01,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.01
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.01
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.01
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.01,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
-0.0,0.02,-1.02
